USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4846776	02411041	Marshall city	25	A	77071450	165638	29.757	0.064	32.539159	-94.353173                                                                                                                
TX	4847892	02411090	Mesquite city	25	A	127174687	494584	49.102	0.191	32.75955	-96.584164                                                                                                                
TX	4848072	02411096	Midland city	25	A	196792995	441855	75.982	0.171	32.024642	-102.113467                                                                                                               
TX	4848096	02411097	Midlothian city	25	A	164616552	1879227	63.559	0.726	32.469436	-96.99067                                                                                                             
TX	4848768	02411122	Mission city	25	A	94098203	204203	36.332	0.079	26.20406	-98.325221                                                                                                                  
TX	4848804	02411125	Missouri City city	25	A	75151990	3580448	29.016	1.382	29.562944	-95.535999                                                                                                          
TX	4850820	02411228	New Braunfels city	25	A	116640658	1004968	45.035	0.388	29.699306	-98.115127                                                                                                         
TX	4853388	02411303	Odessa city	25	A	134392974	818114	51.889	0.316	31.880461	-102.345314                                                                                                                
TX	4855080	02411371	Paris city	25	A	91141991	4858967	35.19	1.876	33.668929	-95.546616                                                                                                                   
TX	4856000	02411380	Pasadena city	25	A	113157217	2748512	43.69	1.061	29.654996	-95.151055                                                                                                               
TX	4856348	02411392	Pearland city	25	A	126195283	427610	48.724	0.165	29.555732	-95.323012                                                                                                               
TX	4858016	02411437	Plano city	25	A	185699026	925056	71.699	0.357	33.050769	-96.747944                                                                                                                  
TX	4858820	02411461	Port Arthur city	25	A	195674898	122229908	75.551	47.193	29.900008	-93.89442                                                                                                         
TX	4862588	02410972	Robinson city	25	A	79329667	850517	30.629	0.328	31.451487	-97.122876                                                                                                                
TX	4862828	02410982	Rockwall city	25	A	76628312	1290685	29.586	0.498	32.918056	-96.43805                                                                                                                
TX	4863284	02410999	Rosenberg city	25	A	97478616	413701	37.637	0.16	29.549922	-95.821389                                                                                                                
TX	4863500	02411005	Round Rock city	25	A	98207835	928438	37.918	0.358	30.526767	-97.660079                                                                                                              
TX	4864472	02411773	San Angelo city	25	A	155558202	5916139	60.061	2.284	31.441078	-100.450499                                                                                                           
TX	4865000	02411774	San Antonio city	25	A	1292201991	15001035	498.922	5.792	29.462809	-98.524635                                                                                                        
TX	4865600	02411798	San Marcos city	25	A	100676118	347760	38.871	0.134	29.872399	-97.936022                                                                                                             
TX	4866128	02411838	Schertz city	25	A	85812007	473770	33.132	0.183	29.563327	-98.250866                                                                                                                 
TX	4866644	02411860	Seguin city	25	A	103666130	511573	40.026	0.198	29.590227	-97.968607                                                                                                                 
TX	4867496	02411888	Sherman city	25	A	120294338	201957	46.446	0.078	33.628596	-96.626722                                                                                                                
TX	4870808	02411994	Sugar Land city	25	A	104811337	6305629	40.468	2.435	29.592764	-95.633801                                                                                                            
TX	4872176	02412046	Temple city	25	A	188913756	12542742	72.94	4.843	31.10345	-97.391124                                                                                                                 
TX	4872368	02412054	Texarkana city	25	A	81351371	1175703	31.41	0.454	33.451136	-94.090087                                                                                                               
TX	4872392	02412055	Texas City city	25	A	171624800	311608474	66.265	120.313	29.433717	-94.892695                                                                                                        
TX	4873493	02411397	Town of Pecos city	25	A	78205769	0	30.195	0.	31.391669	-103.527239                                                                                                                  
TX	4874144	02412122	Tyler city	25	A	149674677	1343848	57.79	0.519	32.317258	-95.305886                                                                                                                  
TX	4875428	02412155	Victoria city	25	A	96294375	511421	37.179	0.197	28.828528	-96.986015                                                                                                                
TX	4876000	02412162	Waco city	25	A	235702397	32227567	91.005	12.443	31.557994	-97.18975                                                                                                                 
TX	4876816	02412196	Waxahachie city	25	A	128206184	3191081	49.501	1.232	32.40248	-96.844493                                                                                                             
TX	4879000	02412261	Wichita Falls city	25	A	187082787	451605	72.233	0.174	33.906654	-98.525848                                                                                                          
UT	4911320	02409415	Cedar City city	25	A	93582248	0	36.132	0.	37.683767	-113.095484                                                                                                                     
UT	4920810	02410380	Eagle Mountain city	25	A	132123371	0	51.013	0.	40.31432	-112.011708                                                                                                                 
UT	4923640	02830630	Erda city	25	A	103909985	1389539	40.12	0.537	40.618084	-112.308945                                                                                                                  
UT	4931120	02410648	Grantsville city	25	A	103290208	306720	39.881	0.118	40.611347	-112.469077                                                                                                           
UT	4936400	02410790	Hooper city	25	A	122569701	105328226	47.324	40.667	41.162582	-112.34196                                                                                                             
UT	4937170	02410082	Hurricane city	25	A	136606895	2264755	52.744	0.874	37.148473	-113.358862                                                                                                            
UT	4944320	02410816	Lehi city	25	A	78584705	953753	30.342	0.368	40.41708	-111.871147                                                                                                                    
UT	4962470	02411499	Provo city	25	A	108008189	6475115	41.702	2.5	40.245312	-111.645057                                                                                                                  
UT	4965330	02411757	St. George city	25	A	199811381	7614	77.148	0.003	37.077006	-113.576534                                                                                                              
UT	4967000	02411771	Salt Lake City city	25	A	287205578	1163131	110.891	0.449	40.776928	-111.930991                                                                                                      
UT	4981960	02412187	Washington city	25	A	93563013	0	36.125	0.	37.126676	-113.487759                                                                                                                     
UT	4982950	02412222	West Jordan city	25	A	84396818	0	32.586	0.	40.602666	-112.001255                                                                                                                    
UT	4983470	02412231	West Valley City city	25	A	92792079	136726	35.827	0.053	40.688493	-112.011759                                                                                                       
VA	5116000	01498558	Chesapeake city	25	A	876598053	32349712	338.456	12.49	36.679376	-76.301788                                                                                                          
VA	5121344	01498421	Danville city	25	A	110858220	2327667	42.803	0.899	36.583334	-79.408071                                                                                                              
VA	5135000	01498554	Hampton city	25	A	133282615	219667964	51.461	84.814	37.047961	-76.297293                                                                                                            
VA	5147672	01498429	Lynchburg city	25	A	126848431	1422888	48.976	0.549	37.399016	-79.195458                                                                                                             
VA	5156000	01498555	Newport News city	25	A	178698611	131131002	68.996	50.63	37.076136	-76.52198                                                                                                         
VA	5157000	01498557	Norfolk city	25	A	137981432	111701531	53.275	43.128	36.923015	-76.244641                                                                                                            
VA	5164000	01498556	Portsmouth city	25	A	86248205	34658275	33.301	13.382	36.859339	-76.356973                                                                                                           
VA	5167000	01789073	Richmond city	25	A	155205067	6849165	59.925	2.644	37.531399	-77.476009                                                                                                              
VA	5168000	01498439	Roanoke city	25	A	110129436	855753	42.521	0.33	37.278458	-79.958174                                                                                                                 
VA	5176432	01498560	Suffolk city	25	A	1033837942	77026744	399.167	29.74	36.697157	-76.634781                                                                                                            
VA	5182000	01498559	Virginia Beach city	25	A	633818768	654697226	244.719	252.78	36.779525	-76.029142                                                                                                    
WA	5303180	02409755	Auburn city	25	A	76604170	748528	29.577	0.289	47.303773	-122.21                                                                                                                     
WA	5305210	02409821	Bellevue city	25	A	86680893	10455051	33.468	4.037	47.597837	-122.15648                                                                                                              
WA	5322640	02410469	Everett city	25	A	87025418	40569393	33.601	15.664	47.965413	-122.189895                                                                                                             
WA	5335415	02410185	Kent city	25	A	87626858	1510527	33.833	0.583	47.38797	-122.212727                                                                                                                   
WA	5353545	02411381	Pasco city	25	A	100914229	9178259	38.963	3.544	46.266113	-119.121426                                                                                                                
WA	5358235	02410937	Richland city	25	A	103256837	8783944	39.868	3.391	46.284086	-119.294046                                                                                                             
WA	5363000	02411856	Seattle city	25	A	217560075	150405720	84.	58.072	47.619335	-122.351538                                                                                                              
WA	5367000	02411956	Spokane city	25	A	178087526	1906609	68.76	0.736	47.666935	-117.433322                                                                                                               
WA	5367167	02411957	Spokane Valley city	25	A	97693334	747133	37.72	0.288	47.663353	-117.23278                                                                                                           
WA	5370000	02412025	Tacoma city	25	A	128759845	32921338	49.714	12.711	47.252199	-122.459832                                                                                                             
WA	5374060	02412146	Vancouver city	25	A	126257375	9593982	48.748	3.704	45.637156	-122.596567                                                                                                            
WV	5414600	02390575	Charleston city	25	A	81317435	2948452	31.397	1.138	38.348692	-81.632324                                                                                                             
WI	5522300	01583124	Eau Claire city	25	A	88907430	5423174	34.327	2.094	44.818343	-91.494769                                                                                                             
WI	5525950	01583204	Fitchburg city	25	A	91197749	620951	35.212	0.24	42.985782	-89.425334                                                                                                                
WI	5527300	01583234	Franklin city	25	A	89548136	271953	34.575	0.105	42.883879	-88.011548                                                                                                                
WI	5531000	01583309	Green Bay city	25	A	117789781	26620486	45.479	10.278	44.521542	-87.986568                                                                                                           
WI	5537825	01583448	Janesville city	25	A	89158711	1558282	34.424	0.602	42.684698	-89.01317                                                                                                              
WI	5548000	01583625	Madison city	25	A	215197265	55457398	83.088	21.412	43.087815	-89.429856                                                                                                             
WI	5551150	01583699	Mequon city	25	A	119871242	1742595	46.283	0.673	43.211357	-88.014237                                                                                                                
WI	5553000	01583724	Milwaukee city	25	A	249086156	1664088	96.173	0.643	43.063348	-87.966695                                                                                                             
WI	5555275	01583775	Muskego city	25	A	81846169	11322022	31.601	4.371	42.871356	-88.13432                                                                                                                
WI	5556375	01583799	New Berlin city	25	A	94342953	1125988	36.426	0.435	42.972	-88.129168                                                                                                                
WI	5578650	01584257	Superior city	25	A	94849363	22625046	36.622	8.736	46.692119	-92.080356                                                                                                              
WY	5613900	02409445	Cheyenne city	25	A	94108836	290954	36.336	0.112	41.12727	-104.79022                                                                                                                 
